0.014814814,0.97037037
0.029629629,0.985185185
0.033333333,0.966666666
0.016666667,0.949999999
0.053333333,0.973333333
0.044444444,0.955555555
0.029629629,0.940740741
0.018518518,0.925925925
0.074074074,0.97037037
0.066666666,0.944444444
0.083333333,0.949999999
0.047619047,0.936507936
0.033333333,0.916666667
0.015873015,0.904761904
0.095238095,0.984126984
0.093333333,0.937777777
0.103703703,0.965432099
0.096969697,0.919191919
0.077777777,0.922222222
0.05,0.916666667
0.062222222,0.906666666
0.033333333,0.899999999
0.016666667,0.883333332
0.124444444,0.968888888
0.116666667,0.983333333
0.113131313,0.935353535
0.129292929,0.951515151
0.107692307,0.907692307
0.12005772,0.92005772
0.083333333,0.896296296
0.046666666,0.89111111
0.064646464,0.886868686
0.032323232,0.872727272
0.015555555,0.86
0.145454545,0.971717171
0.153846154,0.953846154
0.145299145,0.938461538
0.136752136,0.923076922
0.102564102,0.892307692
0.126984126,0.904761904
0.076923077,0.876923077
0.095238095,0.873015873
0.048484848,0.87070707
0.061538461,0.861538461
0.032323232,0.854545454
0.016161616,0.838383838
0.206349206,0.984126984
0.174603174,0.952380952
0.183333333,0.985185185
0.166666666,0.97037037
0.228148148,0.985185185
0.162962963,0.925925925
0.152777778,0.908333333
0.114074074,0.881481481
0.1375,0.893055555
0.133333333,0.877777777
0.081481481,0.851851852
0.106944444,0.862499999
0.051282051,0.846153845
0.065185185,0.837037036
0.03076923,0.83076923
0.015384615,0.815384615
0.083333333,0.831944444
0.183333333,0.938888888
0.213888888,0.969444444
0.195555555,0.955555555
0.233333333,0.969444444
0.251851852,0.983950617
0.192592592,0.919753086
0.177777777,0.903703703
0.162962963,0.887654321
0.125490196,0.858823529
0.148148147,0.871604938
0.128395061,0.839506172
0.109803921,0.843137254
0.103703703,0.823456789
0.048888889,0.822222222
0.066666666,0.816666667
0.032592593,0.807407407
0.015873015,0.793650793
0.088888888,0.807407407
0.240740741,0.951851852
0.203921569,0.937254902
0.222222222,0.951851852
0.208641975,0.919753086
0.27368421,0.98362573
0.295555555,0.984444444
0.256790122,0.967901234
0.248888889,0.937777777
0.167251462,0.869005848
0.197660818,0.901754386
0.18245614,0.885380116
0.152046783,0.852631579
0.139999999,0.828888888
0.121637426,0.81988304
0.106432748,0.803508772
0.05,0.801388889
0.074074074,0.791358024
0.030555555,0.786111111
